fpr,fnr,threshold
1.0,0.0,0.0015841745771467686
1.0,0.00017361111111111112,0.004184981342405081
1.0,0.00034722222222222224,0.009577827528119087
0.9998263888888889,0.00034722222222222224,0.012083160690963268
0.9998263888888889,0.0005208333333333333,0.01690591499209404
0.9998263888888889,0.0006944444444444445,0.017042528837919235
0.9996527777777777,0.0006944444444444445,0.01803389936685562
0.9996527777777777,0.0008680555555555555,0.020888272672891617
0.9994791666666667,0.0008680555555555555,0.025590719655156136
0.9993055555555556,0.0008680555555555555,0.02605377696454525
0.9993055555555556,0.0010416666666666667,0.02781473472714424
0.9993055555555556,0.0012152777777777778,0.02861243300139904
0.9991319444444444,0.0012152777777777778,0.028932256624102592
0.9989583333333333,0.0012152777777777778,0.029434317722916603
0.9989583333333333,0.001388888888888889,0.030215565115213394
0.9989583333333333,0.0015625,0.03343874588608742
0.9987847222222223,0.0015625,0.03391958028078079
0.9986111111111111,0.0015625,0.035491056740283966
0.9986111111111111,0.001736111111111111,0.03602999448776245
0.9984375,0.001736111111111111,0.03652948513627052
0.9982638888888888,0.001736111111111111,0.03735601156949997
0.9982638888888888,0.0019097222222222222,0.037468209862709045
0.9982638888888888,0.0020833333333333333,0.03751201927661896
0.9980902777777778,0.0020833333333333333,0.03781682625412941
0.9979166666666667,0.0020833333333333333,0.03862610086798668
0.9977430555555555,0.0020833333333333333,0.03964564949274063
0.9975694444444444,0.0020833333333333333,0.0398620143532753
0.9973958333333334,0.0020833333333333333,0.040070790797472
0.9972222222222222,0.0020833333333333333,0.041973818093538284
0.9970486111111111,0.0020833333333333333,0.04223199933767319
0.996875,0.0020833333333333333,0.04323532059788704
0.9967013888888889,0.0020833333333333333,0.043774813413619995
0.9965277777777778,0.0020833333333333333,0.04424000531435013
0.9963541666666667,0.0020833333333333333,0.044787194579839706
0.9961805555555555,0.0020833333333333333,0.045812007039785385
0.9960069444444445,0.0020833333333333333,0.046290405094623566
0.9960069444444445,0.0022569444444444442,0.04658370837569237
0.9958333333333333,0.0022569444444444442,0.04821386933326721
0.9956597222222222,0.0022569444444444442,0.04830789566040039
0.9954861111111111,0.0022569444444444442,0.0484125129878521
0.9953125,0.0022569444444444442,0.048449285328388214
0.9951388888888889,0.0022569444444444442,0.048459772020578384
0.9951388888888889,0.0024305555555555556,0.048543013632297516
0.9949652777777778,0.0024305555555555556,0.048714231699705124
0.9947916666666666,0.0024305555555555556,0.048963263630867004
0.9946180555555556,0.0024305555555555556,0.049260757863521576
0.9944444444444445,0.0024305555555555556,0.04992956295609474
0.9942708333333333,0.0024305555555555556,0.05067332834005356
0.9940972222222222,0.0024305555555555556,0.05143337696790695
0.9939236111111112,0.0024305555555555556,0.05158447101712227
0.99375,0.0024305555555555556,0.051906518638134
0.99375,0.0026041666666666665,0.05391710624098778
0.9935763888888889,0.0026041666666666665,0.053980134427547455
0.9935763888888889,0.002777777777777778,0.05407681688666344
0.9935763888888889,0.002951388888888889,0.05624109134078026
0.9934027777777777,0.002951388888888889,0.05767561495304108
0.9934027777777777,0.003125,0.05790436640381813
0.9932291666666667,0.003125,0.05935520678758621
0.9932291666666667,0.003298611111111111,0.05978640541434288
0.9932291666666667,0.003472222222222222,0.06060207262635231
0.9932291666666667,0.0036458333333333334,0.06099555268883705
0.9930555555555556,0.0036458333333333334,0.0610431432723999
0.9928819444444444,0.0036458333333333334,0.061797134578228
0.9928819444444444,0.0038194444444444443,0.06329077482223511
0.9928819444444444,0.003993055555555555,0.06340078264474869
0.9927083333333333,0.003993055555555555,0.06380226463079453
0.9925347222222223,0.003993055555555555,0.0644490197300911
0.9923611111111111,0.003993055555555555,0.06523944437503815
0.9923611111111111,0.004166666666666667,0.06528789550065994
0.9921875,0.004166666666666667,0.06628503650426865
0.9920138888888889,0.004166666666666667,0.06634403020143509
0.9918402777777777,0.004166666666666667,0.06679357588291168
0.9918402777777777,0.004340277777777778,0.06726989150047302
0.9916666666666667,0.004340277777777778,0.06787361949682236
0.9916666666666667,0.0045138888888888885,0.06821500509977341
0.9914930555555556,0.0045138888888888885,0.06846322864294052
0.9913194444444444,0.0045138888888888885,0.06941479444503784
0.9911458333333333,0.0045138888888888885,0.06971541047096252
0.9909722222222223,0.0045138888888888885,0.07006112486124039
0.9907986111111111,0.0045138888888888885,0.07045278698205948
0.990625,0.0045138888888888885,0.07143848389387131
0.9904513888888888,0.0045138888888888885,0.07191396504640579
0.9902777777777778,0.0045138888888888885,0.07310786843299866
0.9902777777777778,0.0046875,0.07376530766487122
0.9901041666666667,0.0046875,0.0742008164525032
0.9899305555555555,0.0046875,0.07461105287075043
0.9899305555555555,0.004861111111111111,0.07517311722040176
0.9897569444444444,0.004861111111111111,0.07525429874658585
0.9895833333333334,0.004861111111111111,0.07663411647081375
0.9894097222222222,0.004861111111111111,0.07714489847421646
0.9892361111111111,0.004861111111111111,0.07797796279191971
0.9890625,0.004861111111111111,0.07901117205619812
0.9890625,0.0050347222222222225,0.07926090806722641
0.9888888888888889,0.0050347222222222225,0.07941780984401703
0.9888888888888889,0.005208333333333333,0.07990441471338272
0.9887152777777778,0.005208333333333333,0.0801408663392067
0.9885416666666667,0.005208333333333333,0.08082219958305359
0.9883680555555555,0.005208333333333333,0.0808703675866127
0.9881944444444445,0.005208333333333333,0.08094534277915955
0.9880208333333333,0.005208333333333333,0.08127406984567642
0.9878472222222222,0.005208333333333333,0.08190825581550598
0.9876736111111111,0.005208333333333333,0.08239547163248062
0.9876736111111111,0.005381944444444444,0.08299698680639267
0.9875,0.005381944444444444,0.08346891403198242
0.9873263888888889,0.005381944444444444,0.08545474708080292
0.9871527777777778,0.005381944444444444,0.0866198018193245
0.9869791666666666,0.005381944444444444,0.08677669614553452
0.9869791666666666,0.005555555555555556,0.08689461648464203
0.9869791666666666,0.005729166666666666,0.0869024321436882
0.9869791666666666,0.005902777777777778,0.08710729330778122
0.9868055555555556,0.005902777777777778,0.08748576790094376
0.9866319444444445,0.005902777777777778,0.0883510485291481
0.9864583333333333,0.005902777777777778,0.08836673945188522
0.9862847222222222,0.005902777777777778,0.08860386908054352
0.9862847222222222,0.006076388888888889,0.08896584808826447
0.9862847222222222,0.00625,0.08899703621864319
0.9861111111111112,0.00625,0.08907762914896011
0.9859375,0.00625,0.09014654159545898
0.9857638888888889,0.00625,0.09070997685194016
0.9857638888888889,0.006423611111111111,0.09080445766448975
0.9857638888888889,0.006597222222222222,0.09225098788738251
0.9855902777777777,0.006597222222222222,0.09271281957626343
0.9854166666666667,0.006597222222222222,0.09330520033836365
0.9852430555555556,0.006597222222222222,0.0944267213344574
0.9850694444444444,0.006597222222222222,0.09472592175006866
0.9848958333333333,0.006597222222222222,0.09485700726509094
0.9847222222222223,0.006597222222222222,0.09508448094129562
0.9845486111111111,0.006597222222222222,0.09652727097272873
0.984375,0.006597222222222222,0.09666204452514648
0.984375,0.0067708333333333336,0.09731228649616241
0.9842013888888889,0.0067708333333333336,0.09938669949769974
0.9840277777777777,0.0067708333333333336,0.10005791485309601
0.9838541666666667,0.0067708333333333336,0.10118301212787628
0.9836805555555556,0.0067708333333333336,0.10119505226612091
0.9835069444444444,0.0067708333333333336,0.10148804634809494
0.9835069444444444,0.006944444444444444,0.10226193070411682
0.9833333333333333,0.006944444444444444,0.10235398262739182
