fpr,fnr,threshold
1.0,0.0,0.0010341168381273746
0.992,0.0,0.0013572158059105277
0.984,0.0,0.00155383360106498
0.976,0.0,0.0017752679996192455
0.968,0.0,0.0017849111463874578
0.96,0.0,0.0018032187363132834
0.952,0.0,0.0018817865056917071
0.944,0.0,0.0020837816409766674
0.936,0.0,0.0022040680050849915
0.928,0.0,0.0022056542802602053
0.92,0.0,0.0025182529352605343
0.912,0.0,0.002692362293601036
0.904,0.0,0.002815329236909747
0.896,0.0,0.003042355878278613
0.888,0.0,0.003091210965067148
0.88,0.0,0.0036504624877125025
0.872,0.0,0.0037628388963639736
0.864,0.0,0.0041123623959720135
0.856,0.0,0.004729057662189007
0.848,0.0,0.004758012481033802
0.84,0.0,0.004921095911413431
0.832,0.0,0.004988237749785185
0.824,0.0,0.0050218552350997925
0.816,0.0,0.005281664896756411
0.808,0.0,0.005287329666316509
0.8,0.0,0.005418482702225447
0.792,0.0,0.005914393346756697
0.784,0.0,0.006057682912796736
0.776,0.0,0.006368465721607208
0.768,0.0,0.006498174741864204
0.76,0.0,0.006523534189909697
0.752,0.0,0.006606711074709892
0.744,0.0,0.006652674172073603
0.736,0.0,0.00677972286939621
0.728,0.0,0.006788481492549181
0.72,0.0,0.007005294784903526
0.712,0.0,0.0070805479772388935
0.704,0.0,0.0070832232013344765
0.696,0.0,0.007362162694334984
0.688,0.0,0.007384473457932472
0.68,0.0,0.007399899885058403
0.672,0.0,0.00744888698682189
0.664,0.0,0.007494269870221615
0.656,0.0,0.0076063768938183784
0.648,0.0,0.007781011052429676
0.64,0.0,0.008014818653464317
0.632,0.0,0.008018025197088718
0.624,0.0,0.008130870759487152
0.616,0.0,0.00822086725383997
0.608,0.0,0.00837816670536995
0.6,0.0,0.008405582047998905
0.592,0.0,0.008462063036859035
0.584,0.0,0.008540305308997631
0.576,0.0,0.008670722134411335
0.568,0.0,0.008703988045454025
0.56,0.0,0.008859146386384964
0.552,0.0,0.008860887959599495
0.544,0.0,0.009020407684147358
0.536,0.0,0.009125033393502235
0.528,0.0,0.009244582615792751
